,Unnamed: 0,year,month,days,hour,minute,second,depth,latitude,longitude,magnitude,station,station_latitude,station_longitude,pga,sa0.01,sa0.02,sa0.03,sa0.05,sa0.07,sa0.1,sa0.15,sa0.2,sa0.25,sa0.3,sa0.4,sa0.5,sa0.75,sa1,sa1.5,sa2,sa3,sa4,sa5,sa7.5,sa10,Vs30,HVSRamp,fpeak,T*,P*,Rock/Soil,event_type,HypDist,RupDist,JBDist,XDist,Azimuth,RupDepth,Strike,Dip,Rake
4018,4018,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,C08O,-31.18721008300781,-71.0008316040039,0.347,0.347,0.372,0.387,0.504,0.92,0.995,0.991,0.723,0.423,0.217,0.0993,0.0698,0.0342,0.0174,0.00734,0.00418,0.00148,0.00078,0.000665,0.000357,0.000173,827,1,1.63,-12345,-12345,-12345,Intra,89.54,93.44,50.51,12.64,114.79,78.60961942119089,120.0,26.0,-118.0
4019,4019,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,R18M,-33.50841522216797,-70.74878692626953,0.0124,0.0124,0.0129,0.0147,0.0235,0.0353,0.045,0.034,0.0279,0.0294,0.0331,0.0286,0.0136,0.00788,0.00543,0.00197,0.00131,0.00037,0.00019,0.000104,-12300.0,-12300.0,370,2,2.73,sIV,C,Soil,Intra,297.11,287.6,274.91,196.72,165.97,78.60961942119089,120.0,26.0,-118.0
4021,4021,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,R19M,-33.69847869873047,-71.21722412109375,0.0105,0.0105,0.0109,0.0124,0.0201,0.0185,0.0175,0.0249,0.0311,0.0251,0.0181,0.0191,0.0234,0.0132,0.00643,0.00162,0.000768,0.000334,0.000171,0.000111,-12300.0,-12300.0,471,2,1.40,sIV,B,Soil,Intra,310.15,299.25,286.99,241.03,175.01,78.60961942119089,120.0,26.0,-118.0
4022,4022,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,V03A,-33.05500030517578,-71.43846130371094,0.011,0.011,0.0124,0.0146,0.026,0.031,0.0316,0.0262,0.0266,0.022,0.0152,0.00905,0.00789,0.00526,0.00277,0.00136,0.000919,0.000315,0.000159,9.9e-05,4.99e-05,-12300.0,575,3,5.50,sII,C,Soil,Intra,240.29,230.28,214.11,191.4,178.56,78.60961942119089,120.0,26.0,-118.0
4023,4023,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,A24C,-29.09845352172852,-70.4608154296875,0.0427,0.0427,0.0464,0.0481,0.0805,0.0718,0.0979,0.0784,0.113,0.115,0.0797,0.0392,0.0244,0.0143,0.00626,0.00242,0.00162,0.000517,0.000222,0.000154,-12300.0,-12300.0,-12345,-12345,-12345.0,sIII,C,Soil,Intra,243.48,247.77,234.97,243.63,25.81,78.60961942119089,120.0,26.0,-118.0
4024,4024,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,C22O,-29.965476989746094,-71.35114288330078,0.0314,0.0315,0.0376,0.0423,0.0458,0.0778,0.0976,0.0816,0.0934,0.071,0.049,0.0356,0.0218,0.0118,0.00842,0.00369,0.00362,0.00149,0.000628,0.00036,0.00019,9.13e-05,1228,0,-,sI,-,Soil,Intra,135.56,138.46,113.99,110.74,7.21,78.60961942119089,120.0,26.0,-118.0
4025,4025,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,C11O,-30.6964111328125,-70.95890808105469,0.234,0.234,0.277,0.321,0.652,0.591,0.771,0.455,0.365,0.471,0.427,0.213,0.125,0.0488,0.0439,0.0139,0.00862,0.00308,0.00158,0.000953,-12300.0,-12300.0,626,1,3.87,sIII,B,Soil,Intra,94.92,101.09,63.56,62.19,57.98,78.60961942119089,120.0,26.0,-118.0
4026,4026,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,R20M,-33.66512680053711,-70.92928314208984,0.00877,0.00879,0.00943,0.0108,0.0149,0.0186,0.021,0.0241,0.0344,0.0231,0.0194,0.0161,0.0141,0.0112,0.00917,0.00253,0.00163,0.000391,0.000217,0.00011,-12300.0,-12300.0,577,2,1.21,sVI,B,Soil,Intra,310.1,299.86,287.66,221.82,169.88,78.60961942119089,120.0,26.0,-118.0
4027,4027,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,R10M,-33.57855224609375,-70.55149841308594,0.00939,0.00939,0.0098,0.0105,0.0156,0.0182,0.0254,0.0368,0.026,0.0268,0.0215,0.0207,0.012,0.00998,0.00313,0.00166,0.000974,0.00031,0.000193,0.000105,-12300.0,-12300.0,435,1,3.56,-12345,-12345,-12345,Intra,309.27,300.06,287.92,192.51,162.96,78.60961942119089,120.0,26.0,-118.0
4028,4028,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,C26O,-30.258953094482425,-71.49041748046875,0.093,0.0929,0.097,0.113,0.222,0.21,0.231,0.197,0.16,0.143,0.137,0.115,0.12,0.0982,0.0311,0.0131,0.00937,0.00335,0.00131,0.000702,0.000456,0.000238,364,3,1.87,sIV,C,Soil,Intra,108.81,111.86,79.58,74.76,0.65,78.60961942119089,120.0,26.0,-118.0
4030,4030,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,C09O,-29.510543823242188,-71.20016479492188,0.0657,0.0656,0.0717,0.127,0.187,0.209,0.145,0.177,0.105,0.0671,0.036,0.0175,0.0147,0.00914,0.00587,0.00239,0.00175,0.000752,0.000316,0.000241,0.000131,-12300.0,754,1,6.21,sII,B,Rock,Intra,181.66,184.04,166.4,162.9,10.05,78.60961942119089,120.0,26.0,-118.0
4031,4031,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,R12M,-33.38866424560547,-70.6215591430664,0.015,0.015,0.0153,0.017,0.029,0.0402,0.0435,0.0506,0.0516,0.0286,0.0317,0.031,0.0441,0.0241,0.0184,0.00332,0.00153,0.000595,0.000271,0.000174,8.3e-05,-12300.0,267,3,1.50,sV,C,Soil,Intra,287.89,278.99,265.89,178.13,162.93,78.60961942119089,120.0,26.0,-118.0
4032,4032,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,C17O,-29.90436744689941,-71.23790740966797,0.0647,0.0648,0.0666,0.0685,0.085,0.131,0.15,0.164,0.178,0.135,0.129,0.127,0.0589,0.0249,0.0318,0.0146,0.00657,0.00222,0.000918,0.000639,0.000281,-12300.0,529,0,-,-12345,-12345,-12345,Intra,142.79,146.2,123.27,122.91,11.88,78.60961942119089,120.0,26.0,-118.0
4033,4033,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,C19O,-30.09342384338379,-71.36896514892578,0.0553,0.0551,0.0639,0.109,0.166,0.235,0.104,0.121,0.0675,0.0549,0.0501,0.0468,0.0278,0.0168,0.0127,0.00769,0.00426,0.00116,0.000574,0.000363,-12300.0,-12300.0,1106,0,-,sI,-,Rock,Intra,123.73,127.02,99.77,97.43,7.24,78.60961942119089,120.0,26.0,-118.0
4034,4034,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,R17M,-33.205509185791016,-70.68373107910156,0.0114,0.0114,0.0119,0.0132,0.018,0.03,0.0441,0.0263,0.0205,0.0192,0.0144,0.0117,0.00957,0.0115,0.00778,0.00225,0.00165,0.000476,0.000258,0.000167,-12300.0,-12300.0,563,0,-,-12345,-12345,-12345,Intra,267.51,258.98,244.82,163.96,162.8,78.60961942119089,120.0,26.0,-118.0
4037,4037,2018,4,10,10,19,33,72.6,-30.99,-71.5,6.2,C10O,-30.23390388488769,-71.08160400390625,0.11,0.111,0.178,0.261,0.302,0.25,0.251,0.218,0.17,0.102,0.0965,0.0786,0.0381,0.0233,0.0303,0.0103,0.00842,0.00275,0.00118,0.000829,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,A,Rock,Intra,117.93,123.91,95.78,99.88,25.68,78.60961942119089,120.0,26.0,-118.0
4038,4038,2018,3,7,22,33,1,48.2122,-30.73,-71.38,4.8,C23O,-31.78376579284668,-70.96977996826172,0.0103,0.0103,0.0112,0.0139,0.0308,0.0341,0.0297,0.0214,0.014,0.00763,0.00406,0.00236,0.00146,0.00078,0.000315,0.00013,5.34e-05,2.61e-05,1.27e-05,-12300.0,-12300.0,-12300.0,751,3,2.10,-12345,-12345,-12345,Inter,132.29,132.29,123.19,45.58,161.62,48.2122,0.0,0.0,105.0
4039,4039,2018,3,7,22,33,1,48.2122,-30.73,-71.38,4.8,C08O,-31.187227249145508,-71.0008316040039,0.0471,0.0471,0.0487,0.0491,0.0613,0.0885,0.128,0.161,0.0827,0.0576,0.036,0.0157,0.00909,0.00396,0.00204,0.000829,0.000426,0.000171,9.13e-05,5.69e-05,-12300.0,-12300.0,827,1,1.63,-12345,-12345,-12345,Inter,78.78,78.78,62.31,42.13,144.55,48.2122,0.0,0.0,105.0
4040,4040,2018,3,7,22,33,1,48.2122,-30.73,-71.38,4.8,C10O,-30.23392105102539,-71.08159637451172,0.0219,0.0218,0.0269,0.0428,0.051,0.0384,0.0475,0.0315,0.0281,0.0136,0.0063,0.00343,0.00341,0.00248,0.00121,0.000455,0.000229,8.75e-05,4.48e-05,2.7e-05,1.16e-05,6.3e-06,-12345,-12345,-12345.0,sII,A,Rock,Inter,78.55,78.55,62.01,33.16,27.59,48.2122,0.0,0.0,105.0
4041,4041,2018,3,7,22,33,1,48.2122,-30.73,-71.38,4.8,C24O,-29.954627990722656,-71.3014907836914,0.0108,0.0108,0.0111,0.0125,0.0226,0.0303,0.0266,0.0376,0.0214,0.0107,0.00674,0.00538,0.00258,0.00143,0.000959,0.000434,0.000208,5.96e-05,3.02e-05,1.79e-05,-12300.0,-12300.0,433,3,0.77,-12345,-12345,-12345,Inter,98.84,98.84,86.29,8.72,5.04,48.2122,0.0,0.0,105.0
4043,4043,2018,3,7,22,33,1,48.2122,-30.73,-71.38,4.8,C26O,-30.258968353271484,-71.49041748046875,0.0159,0.0159,0.0197,0.0251,0.0501,0.0408,0.0341,0.0184,0.014,0.014,0.0118,0.0111,0.00765,0.00396,0.00152,0.00045,0.000224,9e-05,-12300.0,-12300.0,-12300.0,-12300.0,364,3,1.87,sIV,C,Soil,Inter,71.86,71.86,53.28,12.27,348.5,48.2122,0.0,0.0,105.0
4044,4044,2018,3,7,22,33,1,48.2122,-30.73,-71.38,4.8,C20O,-29.968149185180664,-71.33738708496094,0.007,0.00702,0.00885,0.0125,0.0168,0.0229,0.0178,0.0109,0.00946,0.00833,0.00551,0.005,0.0039,0.0025,0.000891,0.000256,0.000117,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,737,2,1.24,sV,C,Soil,Inter,97.34,97.34,84.56,4.73,2.79,48.2122,0.0,0.0,105.0
4045,4045,2018,3,7,22,33,1,48.2122,-30.73,-71.38,4.8,C13O,-30.57931327819824,-71.49453735351562,0.0207,0.0206,0.0234,0.0363,0.0617,0.0349,0.0259,0.0348,0.0247,0.0141,0.0163,0.00991,0.00547,0.00167,0.000888,0.000289,0.000157,6.53e-05,-12300.0,-12300.0,-12300.0,-12300.0,505,3,1.75,sIV,B,Soil,Inter,52.19,52.19,19.99,12.73,326.66,48.2122,0.0,0.0,105.0
4046,4046,2018,3,7,22,33,1,48.2122,-30.73,-71.38,4.8,C11O,-30.696420669555664,-70.95890808105469,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,626,1,3.87,sIII,B,Soil,Inter,62.97,62.97,40.51,46.79,84.83,48.2122,0.0,0.0,105.0
4047,4047,2018,3,7,22,33,1,48.2122,-30.73,-71.38,4.8,C32O,-30.85487174987793,-70.70735168457031,0.011,0.0111,0.0196,0.0243,0.0271,0.035,0.0228,0.0165,0.00743,0.00442,0.00336,0.00128,0.000799,0.000521,0.000318,0.000141,6.85e-05,3.06e-05,-12300.0,-12300.0,-12300.0,-12300.0,578,1,6.51,-12345,-12345,-12345,Inter,81.61,81.61,65.85,74.74,102.31,48.2122,0.0,0.0,105.0
4049,4049,2018,3,7,22,33,1,48.2122,-30.73,-71.38,4.8,C29O,-30.601119995117188,-71.2011947631836,0.0285,0.0285,0.0597,0.0948,0.0889,0.0443,0.0572,0.0381,0.0302,0.0241,0.0248,0.0125,0.00885,0.00318,0.00145,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,799,1,1.10,-12345,-12345,-12345,Inter,53.12,53.12,22.31,19.87,50.22,48.2122,0.0,0.0,105.0
4051,4051,2018,3,7,22,33,1,48.2122,-30.73,-71.38,4.8,C18O,-30.277774810791016,-70.669189453125,0.012,0.012,0.0157,0.0262,0.0322,0.0382,0.0271,0.0266,0.0144,0.0108,0.00558,0.00189,0.00131,0.000503,0.000274,0.000119,6.96e-05,2.63e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Inter,97.44,97.44,84.67,78.98,53.87,48.2122,0.0,0.0,105.0
4054,4054,2018,3,4,15,36,23,60.4609,-30.88,-71.2,4.7,C20O,-31.18720817565918,-71.0008316040039,0.0481,0.0481,0.0497,0.0553,0.0868,0.128,0.133,0.149,0.0479,0.0227,0.0174,0.011,0.00648,0.00209,0.00112,0.000461,0.000223,0.000101,-12300.0,-12300.0,-12300.0,-12300.0,737,2,1.24,sV,C,Soil,Intra,71.95,71.95,39.01,22.13,150.88,60.4609,0.0,0.0,-90.0
4056,4056,2018,3,4,15,36,23,60.4609,-30.88,-71.2,4.7,C32O,-30.854860305786133,-70.70735168457031,0.027,0.0271,0.0453,0.0648,0.0666,0.073,0.0717,0.0345,0.0199,0.009,0.00544,0.00215,0.00132,0.000883,0.000571,0.000236,0.000133,5.04e-05,2.74e-05,1.76e-05,-12300.0,-12300.0,578,1,6.51,-12345,-12345,-12345,Intra,76.7,76.7,47.2,54.74,86.74,60.4609,0.0,0.0,-90.0
4057,4057,2018,3,4,15,36,23,60.4609,-30.88,-71.2,4.7,C23O,-31.78376007080078,-70.96977233886719,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,751,3,2.10,-12345,-12345,-12345,Intra,119.07,119.07,102.57,25.58,167.73,60.4609,0.0,0.0,-90.0
4058,4058,2018,3,4,15,36,23,60.4609,-30.88,-71.2,4.7,C08O,-31.18720817565918,-71.0008316040039,0.0481,0.0481,0.0497,0.0553,0.0868,0.128,0.133,0.149,0.0479,0.0227,0.0174,0.011,0.00648,0.00209,0.00112,0.000461,0.000223,0.000101,-12300.0,-12300.0,-12300.0,-12300.0,827,1,1.63,-12345,-12345,-12345,Intra,71.95,71.95,39.01,22.13,150.88,60.4609,0.0,0.0,-90.0
4059,4059,2018,3,4,15,36,23,60.4609,-30.88,-71.2,4.7,C18O,-30.277761459350582,-70.66919708251953,0.0117,0.0117,0.0266,0.0375,0.0336,0.0318,0.0218,0.0129,0.0112,0.0061,0.00445,0.00252,0.00186,0.000751,0.000529,0.000243,0.000121,4.53e-05,2.27e-05,1.41e-05,6.12e-06,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,103.47,103.47,83.96,58.98,37.46,60.4609,0.0,0.0,-90.0
4060,4060,2018,3,4,15,36,23,60.4609,-30.88,-71.2,4.7,C29O,-30.601119995117188,-71.20121002197266,0.0138,0.0139,0.0279,0.0418,0.0379,0.0368,0.0209,0.0128,0.00779,0.00683,0.00531,0.00326,0.0022,0.00115,0.000766,0.000259,0.000118,5.6e-05,3.15e-05,2.02e-05,8.98e-06,-12300.0,799,1,1.10,-12345,-12345,-12345,Intra,67.91,67.91,30.92,0.13,359.78,60.4609,0.0,0.0,-90.0
4061,4061,2018,3,4,15,36,23,60.4609,-30.88,-71.2,4.7,C13O,-30.57929420471192,-71.49453735351562,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,505,3,1.75,sIV,B,Soil,Intra,74.58,74.58,43.67,32.73,319.69,60.4609,0.0,0.0,-90.0
4062,4062,2018,3,4,15,36,23,60.4609,-30.88,-71.2,4.7,C11O,-30.696407318115234,-70.95890045166016,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,626,1,3.87,sIII,B,Soil,Intra,67.84,67.84,30.77,26.79,48.65,60.4609,0.0,0.0,-90.0
4064,4064,2018,2,20,9,38,59,32.9673,-25.31,-70.48,5.3,A27C,-27.367074966430664,-70.3306884765625,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,473,2,6.70,sVI,B,Soil,Inter,230.76,230.76,228.4,16.59,176.29,32.9673,0.0,0.0,105.0
4066,4066,2018,2,20,9,38,59,32.9673,-25.31,-70.48,5.3,A07C,-27.37405776977539,-70.31776428222656,0.00749,0.00749,0.00757,0.00782,0.00918,0.0108,0.0181,0.0158,0.0181,0.0223,0.0225,0.0222,0.00879,0.00185,0.000915,0.000309,0.00018,7.7e-05,-12300.0,-12300.0,-12300.0,-12300.0,441,3,2.51,-12345,-12345,-12345,Inter,231.61,231.61,229.26,18.03,175.98,32.9673,0.0,0.0,105.0
4067,4067,2018,2,20,9,38,59,32.9673,-25.31,-70.48,5.3,A28C,-27.466413497924805,-70.26539611816406,0.00643,0.00644,0.0067,0.00698,0.00773,0.00992,0.0157,0.0177,0.0223,0.0203,0.0144,0.00406,0.00242,0.000779,0.000401,0.000164,8.73e-05,3.5e-05,2.25e-05,1.35e-05,-12300.0,-12300.0,522,2,6.90,sIII,B,Soil,Inter,242.13,242.13,239.88,23.84,174.93,32.9673,0.0,0.0,105.0
4069,4069,2018,2,16,11,50,33,123.0,-29.37,-69.64,4.9,A22C,-28.754854202270508,-70.48555755615234,0.00717,0.00718,0.00743,0.0092,0.014,0.0202,0.0267,0.0176,0.00732,0.00587,0.00572,0.00558,0.00419,0.00163,0.000725,0.000235,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIII,B,Soil,Intra,162.96,162.96,106.9,93.95,309.42,123.0,0.0,0.0,-90.0
4070,4070,2018,2,16,11,50,33,123.0,-29.37,-69.64,4.9,C14O,-30.123085021972656,-70.49059295654297,0.0132,0.0132,0.0137,0.0162,0.0235,0.0455,0.0228,0.0176,0.0152,0.0139,0.0082,0.00707,0.00485,0.00298,0.000971,0.000315,0.000143,5.83e-05,3.2e-05,2.07e-05,9.12e-06,-12300.0,-12345,-12345,-12345.0,sIV,C,Soil,Intra,169.9,169.9,117.21,94.51,224.37,123.0,0.0,0.0,-90.0
4071,4071,2018,2,16,11,50,33,123.0,-29.37,-69.64,4.9,C01O,-29.876941680908203,-71.2378921508789,0.00669,0.00668,0.00686,0.00727,0.0117,0.0162,0.0193,0.0158,0.0168,0.00871,0.00463,0.00224,0.00158,0.00106,0.000738,0.000206,8.51e-05,3.32e-05,1.93e-05,1.12e-05,4.82e-06,-12300.0,447,1,1.04,sVI,B,Rock,Intra,205.51,205.51,164.64,177.54,249.65,123.0,0.0,0.0,-90.0
4073,4073,2018,2,16,11,50,33,123.0,-29.37,-69.64,4.9,C09O,-29.510536193847656,-71.2001724243164,0.00867,0.00864,0.0108,0.0161,0.0281,0.0294,0.0244,0.016,0.0147,0.00604,0.00265,0.00136,0.00106,0.000477,0.000262,9.24e-05,4.61e-05,1.99e-05,1.09e-05,6.78e-06,-12300.0,-12300.0,754,1,6.21,sII,B,Rock,Intra,195.67,195.67,152.17,173.35,263.74,123.0,0.0,0.0,-90.0
4076,4076,2018,2,1,23,13,54,104.5,-31.56,-70.06,5.2,C18O,-30.277774810791016,-70.669189453125,0.00978,0.00974,0.0124,0.0171,0.0186,0.0192,0.0205,0.0219,0.0153,0.00659,0.00618,0.00301,0.0016,0.000578,0.000297,0.000153,9.01e-05,4.49e-05,2.56e-05,1.53e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,185.79,192.33,151.95,79.91,337.57,117.9,92.0,86.0,12.0
4077,4077,2018,2,1,23,13,54,104.5,-31.56,-70.06,5.2,C14O,-30.12310791015625,-70.49060821533203,0.00693,0.00695,0.00779,0.00789,0.0115,0.0154,0.0208,0.0204,0.0118,0.0141,0.00786,0.00857,0.00654,0.00213,0.000885,0.000285,0.000161,8.56e-05,4.46e-05,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,C,Soil,Intra,194.92,199.7,161.18,60.07,345.39,117.9,92.0,86.0,12.0
4078,4078,2018,2,1,23,13,54,104.5,-31.56,-70.06,5.2,C23O,-31.78376579284668,-70.96978759765625,0.0142,0.0142,0.0153,0.0203,0.0345,0.0453,0.0325,0.0267,0.019,0.0201,0.0117,0.00758,0.00533,0.00338,0.00166,0.000518,0.000291,8.76e-05,5.12e-05,3.29e-05,1.48e-05,-12300.0,751,3,2.10,-12345,-12345,-12345,Intra,137.76,155.72,101.72,113.31,253.72,117.9,92.0,86.0,12.0
4080,4080,2018,1,28,23,53,15,105.7,-31.27,-68.83,5.5,C24O,-29.95461845397949,-71.30150604248047,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,433,3,0.77,-12345,-12345,-12345,Intra,297.65,305.68,281.22,280.16,300.97,119.8,61.0,47.0,-74.0
4081,4081,2018,1,28,23,53,15,105.7,-31.27,-68.83,5.5,C14O,-30.12312126159668,-70.4906234741211,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,C,Soil,Intra,229.45,238.37,206.08,190.07,308.21,119.8,61.0,47.0,-74.0
4082,4082,2018,1,28,23,53,15,105.7,-31.27,-68.83,5.5,C18O,-30.27778434753418,-70.66920471191406,0.0066,0.00659,0.00801,0.00968,0.015,0.0126,0.0132,0.0213,0.0185,0.0159,0.00693,0.00439,0.00223,0.00129,0.00127,0.000454,0.000218,0.000106,4.9e-05,2.95e-05,1.35e-05,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,232.96,242.24,210.55,209.91,301.52,119.8,61.0,47.0,-74.0
4083,4083,2018,1,28,23,53,15,105.7,-31.27,-68.83,5.5,C23O,-31.783769607543945,-70.96979522705078,0.00703,0.00703,0.00721,0.00702,0.0121,0.015,0.0173,0.0204,0.0219,0.0225,0.00944,0.00688,0.00405,0.0013,0.000834,0.000499,0.000234,0.000103,5.69e-05,-12300.0,-12300.0,-12300.0,751,3,2.10,-12345,-12345,-12345,Intra,236.04,247.22,216.25,243.31,253.78,119.8,61.0,47.0,-74.0
4084,4084,2018,1,28,23,53,15,105.7,-31.27,-68.83,5.5,C32O,-30.85487365722656,-70.70735931396484,0.00733,0.00734,0.00772,0.00838,0.0113,0.0155,0.0158,0.0205,0.018,0.0122,0.01,0.00582,0.00232,0.00242,0.00185,0.000778,0.000452,0.00015,7.94e-05,5.1e-05,-12300.0,-12300.0,578,1,6.51,-12345,-12345,-12345,Intra,213.06,223.86,189.11,214.15,283.92,119.8,61.0,47.0,-74.0
4086,4086,2018,1,28,10,11,29,101.2,-28.22,-69.1,5.1,A22C,-28.75487518310547,-70.48553466796875,0.0101,0.0101,0.0105,0.011,0.0134,0.0231,0.0291,0.0329,0.0332,0.0221,0.0143,0.00833,0.00583,0.00179,0.00115,0.000474,0.000185,8.59e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIII,B,Soil,Intra,179.33,160.47,138.18,143.95,246.07,81.6,324.0,47.0,-89.0
4087,4087,2018,1,28,10,11,29,101.2,-28.22,-69.1,5.1,A28C,-27.46643829345703,-70.26539611816406,0.0108,0.0108,0.0125,0.016,0.0245,0.0285,0.0348,0.0208,0.0316,0.0288,0.0184,0.00858,0.00627,0.00198,0.00112,0.000433,0.000207,7.66e-05,5.04e-05,2.9e-05,-12300.0,-12300.0,522,2,6.90,sIII,B,Soil,Intra,174.33,160.03,137.66,119.49,305.76,81.6,324.0,47.0,-89.0
4088,4088,2018,1,28,10,11,29,101.2,-28.22,-69.1,5.1,A27C,-27.36710929870605,-70.33072662353516,0.00708,0.00709,0.00774,0.00918,0.0123,0.016,0.0221,0.0161,0.0188,0.0213,0.0177,0.00798,0.0066,0.00397,0.00131,0.000419,0.000194,7.27e-05,4e-05,2.65e-05,-12300.0,-12300.0,473,2,6.70,sVI,B,Soil,Intra,184.08,170.53,149.74,126.75,307.64,81.6,324.0,47.0,-89.0
4089,4089,2018,1,28,10,11,29,101.2,-28.22,-69.1,5.1,A19C,-27.83039283752441,-70.1080093383789,0.0202,0.0202,0.0215,0.0232,0.0397,0.0683,0.0375,0.0423,0.0698,0.0529,0.0338,0.0282,0.0128,0.00475,0.00245,0.000859,0.000519,0.00018,9.91e-05,6.58e-05,-12300.0,-12300.0,507,3,2.50,sIV,A,Soil,Intra,148.09,130.66,102.05,102.0,293.3,81.6,324.0,47.0,-89.0
4090,4090,2018,1,28,10,11,29,101.2,-28.22,-69.1,5.1,A07C,-27.374067306518555,-70.31778717041016,0.00849,0.00848,0.0089,0.0107,0.0177,0.0184,0.0224,0.0105,0.0172,0.0228,0.0187,0.0149,0.00758,0.00248,0.000993,0.000356,0.000182,7.44e-05,3.97e-05,2.48e-05,-12300.0,-12300.0,441,3,2.51,-12345,-12345,-12345,Intra,182.84,169.24,148.27,125.31,307.71,81.6,324.0,47.0,-89.0
4091,4091,2018,1,28,10,11,29,101.2,-28.22,-69.1,5.1,A29C,-27.421764373779297,-70.25967407226562,0.00984,0.00983,0.0114,0.0148,0.0256,0.0286,0.0239,0.0212,0.0258,0.0209,0.0108,0.0049,0.00331,0.00128,0.000673,0.000311,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,622,3,3.80,-12345,-12345,-12345,Intra,176.41,162.45,140.47,118.85,307.48,81.6,324.0,47.0,-89.0
4092,4092,2018,1,28,10,11,29,101.2,-28.22,-69.1,5.1,A05C,-27.361196517944336,-70.33993530273438,0.00635,0.00635,0.00696,0.00871,0.0165,0.0178,0.0194,0.0185,0.0151,0.0151,0.00933,0.00315,0.00237,0.00139,0.000503,0.000228,0.000111,6.13e-05,-12300.0,-12300.0,-12300.0,-12300.0,632,2,6.30,sIII,C,Soil,Intra,185.01,171.51,150.86,127.77,307.62,81.6,324.0,47.0,-89.0
4115,4115,2018,3,24,2,51,8,118.1374,-25.7,-68.97,4.7,A16C,-26.24958038330078,-69.6255874633789,0.0148,0.0148,0.0179,0.0312,0.0402,0.0389,0.0284,0.0244,0.0154,0.0128,0.00735,0.00379,0.0023,0.0013,0.00064,0.000229,0.000123,4.7e-05,2.62e-05,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,B,Rock,Intra,148.23,148.23,89.54,72.84,227.01,118.1374,0.0,0.0,-90.0
