,Unnamed: 0,year,month,days,hour,minute,second,depth,latitude,longitude,magnitude,station,station_latitude,station_longitude,pga,sa0.01,sa0.02,sa0.03,sa0.05,sa0.07,sa0.1,sa0.15,sa0.2,sa0.25,sa0.3,sa0.4,sa0.5,sa0.75,sa1,sa1.5,sa2,sa3,sa4,sa5,sa7.5,sa10,Vs30,HVSRamp,fpeak,T*,P*,Rock/Soil,event_type,HypDist,RupDist,JBDist,XDist,Azimuth,RupDepth,Strike,Dip,Rake
9937,9937,2023,10,8,1,25,49,39.0,-34.67,-71.85,4.5,M15L,-35.339752197265625,-72.40222930908203,0.00918,0.00918,0.00927,0.00936,0.0098,0.0108,0.0135,0.0208,0.0257,0.0364,0.0282,0.00931,0.00409,0.00197,0.000957,0.000329,0.000185,8.01e-05,-12300.0,-12300.0,-12300.0,-12300.0,308,1,6.74,-12345,-12345,-12345,Inter,97.89,97.89,89.79,61.36,214.0,39.0,0.0,0.0,105.0
9939,9939,2023,6,17,22,31,38,100.0,-34.83,-71.05,4.9,M05L,-34.99013137817383,-71.24335479736328,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,494,1,1.20,-12345,-12345,-12345,Intra,103.09,108.85,32.44,39.26,224.79,103.9,203.0,18.0,-93.0
9940,9940,2023,6,17,22,31,38,100.0,-34.83,-71.05,4.9,M03L,-34.975833892822266,-71.2311782836914,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,715,0,-,sIII,A,Soil,Intra,102.64,108.49,31.21,37.91,225.61,103.9,203.0,18.0,-93.0
9942,9942,2023,6,17,22,31,38,100.0,-34.83,-71.05,4.9,M02L,-34.99956130981445,-70.8115463256836,0.0117,0.0117,0.0121,0.013,0.0149,0.0231,0.0272,0.0266,0.0335,0.0315,0.0208,0.0111,0.0106,0.00553,0.00269,0.00093,0.000456,0.000181,8.41e-05,5.31e-05,2.54e-05,1.45e-05,-12345,-12345,-12345.0,sIII,A,Soil,Intra,104.06,104.24,8.4,8.72,130.87,103.9,203.0,18.0,-93.0
9943,9943,2023,6,17,22,31,38,100.0,-34.83,-71.05,4.9,M01L,-35.41507339477539,-71.66223907470703,0.0164,0.0164,0.0171,0.0197,0.0273,0.0346,0.0479,0.041,0.0418,0.0303,0.016,0.00794,0.00524,0.00245,0.00201,0.000761,0.000344,0.000115,5.99e-05,3.57e-05,-12300.0,-12300.0,511,2,6.97,-12345,-12345,-12345,Intra,131.63,135.24,86.58,85.8,220.51,103.9,203.0,18.0,-93.0
9944,9944,2023,6,17,22,31,38,100.0,-34.83,-71.05,4.9,M11L,-35.44009780883789,-71.63201904296875,0.0161,0.0161,0.0162,0.0197,0.0408,0.0449,0.0453,0.041,0.0522,0.0378,0.0257,0.012,0.00833,0.00399,0.0025,0.00104,0.000458,0.000172,8.74e-05,5.58e-05,2.53e-05,-12300.0,482,3,6.87,sIII,C,Soil,Intra,131.89,134.9,86.04,82.45,217.92,103.9,203.0,18.0,-93.0
9948,9948,2023,12,24,3,23,41,22.0,-38.15,-73.85,5.4,B02I,-36.78276824951172,-73.1020278930664,0.00571,0.00572,0.00577,0.00584,0.00591,0.00599,0.00615,0.00815,0.013,0.0128,0.0121,0.0191,0.0215,0.00591,0.00343,0.00119,0.000832,0.000409,0.000239,0.000145,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,A,Soil,Inter,167.0,187.03,186.05,113.11,23.79,19.1,359.0,16.0,88.0
9951,9951,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,T13A,-20.496307373046875,-69.33747100830078,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Inter,191.96,187.04,177.32,101.39,31.17,59.5,158.0,39.0,-140.0
9952,9952,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,T19A,-20.28730773925781,-70.10454559326172,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,822,0,-,-12345,-12345,-12345,Inter,189.55,183.59,173.68,16.16,4.81,59.5,158.0,39.0,-140.0
9953,9953,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,A24F,-23.610280990600582,-70.2623519897461,0.0063,0.0063,0.00652,0.0069,0.00896,0.0133,0.0183,0.0192,0.0147,0.0125,0.00892,0.00614,0.00445,0.00207,0.00155,0.000936,0.000401,0.000161,8.68e-05,5.01e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sVI,A,Soil,Inter,195.1,203.82,194.94,1.37,180.39,59.5,158.0,39.0,-140.0
9956,9956,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,T15A,-20.23926544189453,-70.0539321899414,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,1003,0,-,-12345,-12345,-12345,Inter,195.11,189.1,179.5,21.79,6.28,59.5,158.0,39.0,-140.0
9957,9957,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,T03A,-20.23031234741211,-70.14588928222656,0.00599,0.00599,0.00627,0.00868,0.0125,0.0131,0.0137,0.0188,0.013,0.0111,0.00906,0.0104,0.00857,0.00329,0.00257,0.00108,0.000661,0.000286,0.000149,8.39e-05,-12300.0,-12300.0,613,1,8.95,sII,C,Soil,Inter,195.3,189.25,179.65,11.57,3.33,59.5,158.0,39.0,-140.0
9959,9959,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,T10A,-19.99542617797852,-69.7670669555664,0.0122,0.0122,0.0134,0.0151,0.0244,0.0331,0.0248,0.0358,0.0422,0.0289,0.0235,0.0146,0.0103,0.00316,0.00195,0.000855,0.00039,0.00014,7e-05,4.91e-05,-12300.0,-12300.0,336,2,4.01,sIII,B,Soil,Inter,225.72,219.6,211.39,53.66,13.35,59.5,158.0,39.0,-140.0
9961,9961,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,A23F,-22.3369083404541,-68.65054321289062,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,B,Soil,Inter,179.96,183.55,173.64,177.72,105.93,59.5,158.0,39.0,-140.0
9962,9962,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,T20A,-19.92438507080078,-69.51190948486328,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,517,2,6.50,-12345,-12345,-12345,Inter,240.28,234.29,226.6,82.01,19.3,59.5,158.0,39.0,-140.0
9963,9963,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,A20F,-22.453712463378903,-68.91009521484375,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Inter,160.03,164.66,153.53,148.88,113.41,59.5,158.0,39.0,-140.0
9964,9964,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,A05F,-22.89137840270996,-69.32068634033203,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,B,Rock,Inter,154.11,161.24,149.86,103.26,138.52,59.5,158.0,39.0,-140.0
9965,9965,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,A02F,-23.101316452026367,-70.4450912475586,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sV,C,Rock,Inter,143.32,152.13,140.01,21.68,188.69,59.5,158.0,39.0,-140.0
9966,9966,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,A19F,-23.489072799682617,-70.41224670410156,0.00733,0.00733,0.008,0.00989,0.0135,0.0181,0.0362,0.014,0.00999,0.00905,0.00936,0.00817,0.00372,0.00146,0.000876,0.000585,0.000309,0.000143,6.84e-05,4.59e-05,1.81e-05,-12300.0,-12345,-12345,-12345.0,sII,B,Soil,Inter,183.02,191.74,182.27,18.03,185.45,59.5,158.0,39.0,-140.0
9967,9967,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,A11F,-21.424894332885746,-70.05680847167969,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Inter,80.19,78.46,51.14,21.47,20.07,59.5,158.0,39.0,-140.0
9970,9970,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,A16P,-19.160036087036133,-70.17969512939453,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Inter,310.56,303.78,297.9,7.81,1.39,59.5,158.0,39.0,-140.0
9971,9971,2023,12,21,16,21,52,55.0,-21.92,-70.25,5.8,T08A,-20.2700138092041,-70.09416198730469,0.00852,0.0085,0.00896,0.0112,0.0174,0.0256,0.0137,0.0162,0.0147,0.0122,0.00969,0.0123,0.0131,0.00594,0.00322,0.00128,0.00105,0.000305,0.000161,9.12e-05,-12300.0,-12300.0,987,0,-,sIV,A,Soil,Inter,191.47,185.48,175.68,17.32,5.09,59.5,158.0,39.0,-140.0
9972,9972,2023,12,11,18,36,1,223.0,-24.2,-67.1,5.9,A02F,-23.101333618164062,-70.44505310058594,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sV,C,Rock,Deep,425.43,425.43,362.31,371.67,288.95,223.0,0.0,0.0,-400.0
9973,9973,2023,12,11,18,36,1,223.0,-24.2,-67.1,5.9,A05F,-22.891393661499023,-69.32068634033203,0.00873,0.00875,0.0116,0.0138,0.0224,0.022,0.0145,0.017,0.0144,0.00787,0.00547,0.00245,0.00221,0.000766,0.000408,0.000311,0.000155,7.41e-05,4.57e-05,2.84e-05,1.12e-05,-12300.0,-12345,-12345,-12345.0,sII,B,Rock,Deep,349.49,349.49,269.1,246.74,302.14,223.0,0.0,0.0,-400.0
9974,9974,2023,12,11,18,36,1,223.0,-24.2,-67.1,5.9,A24F,-23.61028289794922,-70.26234436035156,0.00308,0.00308,0.00318,0.00417,0.0056,0.00728,0.00794,0.011,0.00756,0.00464,0.00454,0.00483,0.00375,0.00154,0.000636,0.000341,0.000183,6.69e-05,3.63e-05,2.03e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sVI,A,Soil,Deep,397.09,397.09,328.56,351.37,280.82,223.0,0.0,0.0,-400.0
9975,9975,2023,12,2,9,31,32,41.0,-24.43,-70.34,5.4,A05F,-22.891376495361328,-69.3206787109375,0.00663,0.00662,0.00774,0.009,0.015,0.0164,0.0161,0.0206,0.0148,0.012,0.00724,0.00343,0.00238,0.00103,0.000754,0.000266,0.000125,5.7e-05,3.36e-05,1.83e-05,6.71e-06,-12300.0,-12345,-12345,-12345.0,sII,B,Rock,Inter,203.79,230.05,225.65,113.26,31.6,44.8,187.0,25.0,-93.0
9979,9979,2023,12,2,9,31,32,41.0,-24.43,-70.34,5.4,A24F,-23.61028480529785,-70.2623519897461,0.00676,0.00676,0.00693,0.00784,0.0122,0.0131,0.0182,0.0216,0.0189,0.0122,0.012,0.00729,0.00884,0.00309,0.00143,0.000509,0.000267,9.56e-05,4.77e-05,2.68e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sVI,A,Soil,Inter,99.93,128.99,120.96,8.63,4.99,44.8,187.0,25.0,-93.0
9980,9980,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,A08P,-18.479782104492188,-70.33098602294922,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,997,0,-,-12345,-12345,-12345,Intra,174.25,189.49,142.68,122.33,307.22,124.7,177.0,30.0,-76.0
9981,9981,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,A05P,-18.486326217651367,-70.30052185058594,0.0242,0.0242,0.0254,0.0265,0.0433,0.0588,0.0964,0.0607,0.0479,0.0451,0.0321,0.0235,0.0229,0.0113,0.00854,0.00245,0.00134,0.000526,0.000311,0.000222,-12300.0,-12300.0,446,2,1.20,sVI,A,Soil,Intra,171.92,187.22,139.65,118.95,307.82,124.7,177.0,30.0,-76.0
9982,9982,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,T20A,-19.92438697814941,-69.51192474365234,0.136,0.136,0.14,0.148,0.192,0.257,0.363,0.345,0.59,0.31,0.17,0.0678,0.0453,0.0151,0.00991,0.00441,0.00235,0.0012,0.000583,0.000342,-12300.0,-12300.0,517,2,6.50,-12345,-12345,-12345,Intra,134.41,149.44,82.36,31.32,196.1,124.7,177.0,30.0,-76.0
9983,9983,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,A06P,-18.46968650817871,-70.29340362548828,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,500,1,2.50,-12345,-12345,-12345,Intra,172.36,187.59,140.15,118.15,308.63,124.7,177.0,30.0,-76.0
9984,9984,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,A13P,-18.518844604492188,-70.17938232421875,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,531,1,1.30,-12345,-12345,-12345,Intra,162.62,178.2,127.29,105.49,310.21,124.7,177.0,30.0,-76.0
9985,9985,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,A14P,-18.35108184814453,-70.3359375,0.0173,0.0173,0.0175,0.0196,0.0244,0.0336,0.0436,0.0588,0.0445,0.0316,0.0368,0.0198,0.0182,0.00814,0.00667,0.00313,0.00237,0.00125,0.000537,0.000297,0.000118,-12300.0,474,2,0.42,-12345,-12345,-12345,Intra,181.81,196.49,151.85,122.88,311.53,124.7,177.0,30.0,-76.0
9986,9986,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,T03A,-20.23030471801757,-70.14588165283203,0.0102,0.0102,0.0108,0.0121,0.0192,0.0249,0.037,0.0284,0.0151,0.0132,0.0116,0.00456,0.00277,0.00219,0.00165,0.0011,0.000742,0.00041,0.000257,0.000157,-12300.0,-12300.0,613,1,8.95,sII,C,Soil,Intra,178.29,192.43,146.56,101.76,218.54,124.7,177.0,30.0,-76.0
9987,9987,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,T12A,-20.07062721252441,-69.21720886230469,0.02,0.0199,0.0253,0.0422,0.0435,0.0639,0.0681,0.0328,0.0275,0.0209,0.0161,0.00845,0.00778,0.00858,0.00946,0.00286,0.00121,0.00055,0.000287,0.000171,-12300.0,-12300.0,-12345,-12345,-12345.0,sIII,A,Soil,Intra,142.83,155.6,93.07,1.42,174.68,124.7,177.0,30.0,-76.0
9988,9988,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,T13A,-20.49629211425781,-69.33745574951172,0.0176,0.0176,0.0185,0.0216,0.0344,0.0418,0.0759,0.0473,0.0272,0.0239,0.0161,0.00949,0.0127,0.00869,0.00424,0.00163,0.000941,0.000374,0.000178,0.000116,5.41e-05,-12300.0,378,1,8.65,sIV,B,Soil,Intra,177.0,187.96,140.63,11.94,181.6,124.7,177.0,30.0,-76.0
9989,9989,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,T05A,-20.20973396301269,-70.15022277832031,0.00903,0.00901,0.00961,0.0125,0.0148,0.0188,0.034,0.024,0.0189,0.0139,0.0103,0.00442,0.00391,0.00254,0.00354,0.00153,0.000834,0.000417,0.000268,0.000165,-12300.0,-12300.0,1020,0,-,sIII,A,Soil,Intra,177.12,191.36,145.15,102.25,219.27,124.7,177.0,30.0,-76.0
9990,9990,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,A09P,-18.480438232421875,-70.32493591308594,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,1054,0,-,-12345,-12345,-12345,Intra,173.82,189.07,142.12,121.66,307.36,124.7,177.0,30.0,-76.0
9991,9991,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,A07P,-18.44588851928711,-70.2928695678711,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,560,1,1.20,-12345,-12345,-12345,Intra,173.63,188.76,141.71,118.1,309.51,124.7,177.0,30.0,-76.0
9992,9992,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,T19A,-20.28728485107422,-70.10453033447266,0.0112,0.0112,0.0121,0.0136,0.0151,0.0186,0.0265,0.0266,0.0249,0.0284,0.0178,0.00968,0.00956,0.00716,0.00789,0.00262,0.00168,0.0006,-12300.0,-12300.0,-12300.0,-12300.0,822,0,-,-12345,-12345,-12345,Intra,180.2,194.03,148.66,97.17,215.63,124.7,177.0,30.0,-76.0
9993,9993,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,T08A,-20.26996803283692,-70.0941162109375,0.0103,0.0103,0.0111,0.0126,0.0236,0.0328,0.0275,0.0167,0.0166,0.0208,0.0109,0.00702,0.00496,0.00367,0.00276,0.00181,0.0011,0.000476,0.000285,0.000154,-12300.0,-12300.0,987,0,-,sIV,A,Soil,Intra,178.45,192.37,146.48,96.01,215.73,124.7,177.0,30.0,-76.0
9994,9994,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,T10A,-19.995418548583984,-69.76705932617188,0.0414,0.0414,0.0439,0.0505,0.0871,0.122,0.1,0.0899,0.154,0.0883,0.0813,0.0317,0.0169,0.00826,0.00668,0.00205,0.00112,0.000407,0.000244,0.000148,6.28e-05,4.27e-05,336,2,4.01,sIII,B,Soil,Intra,145.75,160.95,101.75,59.67,209.96,124.7,177.0,30.0,-76.0
9995,9995,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,A04P,-18.83370780944824,-69.74445343017578,0.035,0.0351,0.0378,0.0482,0.099,0.11,0.0924,0.0816,0.0398,0.0459,0.0203,0.0202,0.0141,0.00641,0.00444,0.00367,0.00214,0.00086,0.000526,-12300.0,-12300.0,-12300.0,483,1,1.60,-12345,-12345,-12345,Intra,125.61,142.85,69.69,57.16,313.08,124.7,177.0,30.0,-76.0
9997,9997,2023,12,2,7,55,41,108.0,-19.23,-69.3,5.6,T15A,-20.239233016967773,-70.05390167236328,0.0315,0.0315,0.0328,0.0357,0.0673,0.0989,0.1,0.0417,0.035,0.0457,0.0222,0.00988,0.00778,0.00541,0.00626,0.00229,0.00117,0.00044,0.000277,0.000188,-12300.0,-12300.0,1003,0,-,-12345,-12345,-12345,Intra,174.33,188.39,141.21,91.54,215.15,124.7,177.0,30.0,-76.0
9999,9999,2022,7,2,22,58,53,115.0,-20.01,-68.92,4.5,T10A,-19.995439529418945,-69.76705169677734,0.0114,0.0114,0.0123,0.012,0.0166,0.0251,0.0221,0.0242,0.0346,0.0142,0.00798,0.00478,0.00297,0.000738,0.000474,0.000182,0.000101,4.37e-05,2.48e-05,1.58e-05,-12300.0,-12300.0,336,2,4.01,sIII,B,Soil,Intra,145.21,145.21,88.65,94.12,270.9,115.0,0.0,0.0,-90.0
10000,10000,2022,7,2,22,58,53,115.0,-20.01,-68.92,4.5,T11A,-19.312402725219727,-69.42725372314453,0.00966,0.00967,0.00986,0.0104,0.0127,0.0199,0.0366,0.0271,0.0363,0.0186,0.013,0.00901,0.0049,0.00241,0.00126,0.000443,0.000207,8.12e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sV,B,Soil,Intra,148.39,148.39,93.77,56.36,325.35,115.0,0.0,0.0,-90.0
10001,10001,2022,7,2,22,58,53,115.0,-20.01,-68.92,4.5,T20A,-19.924388885498047,-69.51188659667969,0.012,0.012,0.0121,0.0135,0.0199,0.0289,0.0306,0.0319,0.0483,0.0303,0.013,0.00598,0.00329,0.00131,0.000709,0.000229,0.000133,6.69e-05,3.54e-05,2.2e-05,-12300.0,-12300.0,517,2,6.50,-12345,-12345,-12345,Intra,130.97,130.97,62.67,65.76,278.6,115.0,0.0,0.0,-90.0
10004,10004,2024,12,24,22,42,26,126.0,-28.1,-67.42,6.0,A19C,-27.83038330078125,-70.10797882080078,0.012,0.012,0.0124,0.0152,0.0253,0.0263,0.0258,0.0239,0.0342,0.0297,0.021,0.0154,0.00802,0.00372,0.00124,0.00044,0.000274,0.000123,7.23e-05,4.71e-05,-12300.0,-12300.0,507,3,2.50,sIV,A,Soil,Intra,294.47,317.06,277.87,309.77,275.81,152.7,21.0,60.0,-62.0
10005,10005,2024,12,24,22,42,26,126.0,-28.1,-67.42,6.0,A07C,-27.37406349182129,-70.31776428222656,0.00876,0.00876,0.00941,0.011,0.0198,0.0182,0.0279,0.0159,0.0212,0.0189,0.0178,0.0133,0.00674,0.00186,0.000654,0.000302,0.000179,6.81e-05,4.11e-05,-12300.0,-12300.0,-12300.0,441,3,2.51,-12345,-12345,-12345,Intra,322.45,346.08,310.57,333.08,285.05,152.7,21.0,60.0,-62.0
10007,10007,2024,6,27,11,42,46,121.0,-21.44,-68.8,4.6,T20A,-19.92439651489257,-69.51191711425781,0.00615,0.00615,0.00621,0.00675,0.0092,0.0139,0.0174,0.0159,0.0258,0.0113,0.00589,0.00349,0.00261,0.00121,0.000713,0.000315,0.000147,5.19e-05,2.65e-05,1.58e-05,-12300.0,-12300.0,517,2,6.50,-12345,-12345,-12345,Intra,219.77,219.77,183.46,79.1,336.03,121.0,0.0,0.0,-90.0
10008,10008,2024,6,4,9,36,48,124.0,-19.08,-69.15,4.7,T20A,-19.92438697814941,-69.51192474365234,0.00959,0.0096,0.0099,0.0109,0.018,0.0182,0.0214,0.0263,0.0327,0.0112,0.00624,0.00356,0.00199,0.000741,0.000375,0.000148,7.95e-05,3.83e-05,2.12e-05,1.29e-05,-12300.0,-12300.0,517,2,6.50,-12345,-12345,-12345,Intra,159.86,159.86,100.9,40.21,202.06,124.0,0.0,0.0,-90.0
10009,10009,2023,11,30,3,5,38,114.0,-21.24,-68.78,4.6,T20A,-19.92434310913086,-69.51190185546875,0.00511,0.00511,0.00528,0.00574,0.0079,0.0108,0.0144,0.02,0.0137,0.00613,0.00438,0.00206,0.00121,0.000517,0.000336,0.000125,6.68e-05,2.14e-05,1.13e-05,6.63e-06,-12300.0,-12300.0,517,2,6.50,-12345,-12345,-12345,Intra,200.09,200.09,164.43,81.32,332.22,114.0,0.0,0.0,-90.0
10010,10010,2025,6,7,14,1,36,116.0,-21.05,-68.95,4.6,T10A,-19.99544334411621,-69.76704406738281,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,336,2,4.01,sIII,B,Soil,Intra,185.33,185.33,144.54,90.78,323.73,116.0,0.0,0.0,-90.0
10011,10011,2025,6,7,14,1,36,116.0,-21.05,-68.95,4.6,T20A,-19.92440795898437,-69.51190948486328,0.0117,0.0117,0.012,0.0126,0.0186,0.0233,0.0421,0.0378,0.0251,0.0109,0.00569,0.00329,0.00203,0.000803,0.000445,0.000168,7.86e-05,3.55e-05,1.97e-05,1.18e-05,-12300.0,-12300.0,517,2,6.50,-12345,-12345,-12345,Intra,180.06,180.06,137.71,62.43,334.71,116.0,0.0,0.0,-90.0
10012,10012,2025,4,29,7,51,24,105.0,-20.82,-69.0,4.7,T20A,-19.92438507080078,-69.51189422607422,0.0147,0.0147,0.0152,0.0173,0.0288,0.0337,0.0537,0.045,0.0247,0.0104,0.00671,0.00372,0.00274,0.00121,0.000671,0.000262,0.000141,5.57e-05,3.04e-05,2.02e-05,8.31e-06,-12300.0,517,2,6.50,-12345,-12345,-12345,Intra,153.99,153.99,112.64,56.88,331.59,105.0,0.0,0.0,-90.0
10013,10013,2025,4,29,7,51,24,105.0,-20.82,-69.0,4.7,T10A,-19.99542808532715,-69.76705932617188,0.00747,0.00748,0.00784,0.00909,0.0154,0.0275,0.0182,0.0254,0.0139,0.00801,0.00722,0.00406,0.00284,0.000896,0.000406,0.000154,9.22e-05,3.39e-05,-12300.0,-12300.0,-12300.0,-12300.0,336,2,4.01,sIII,B,Soil,Intra,160.52,160.52,121.42,85.23,318.61,105.0,0.0,0.0,-90.0
10014,10014,2025,2,5,9,8,13,102.0,-20.31,-69.25,4.6,T10A,-19.99543190002441,-69.76705169677734,0.0116,0.0116,0.0124,0.0125,0.0214,0.0274,0.0258,0.0258,0.0306,0.0164,0.0156,0.00778,0.00369,0.00143,0.000596,0.000219,0.000122,5.15e-05,2.94e-05,-12300.0,-12300.0,-12300.0,336,2,4.01,sIII,B,Soil,Intra,120.58,120.58,64.3,57.45,302.7,102.0,0.0,0.0,-90.0
